id,lat,lon,name,shop_type,brand,opening_hours,phone,website,address,wheelchair,payment_methods
node/4427294193,37.7695794,-122.449498,Indigo Vintage Cooperative,clothes,,,,,"1649, Haight Street",yes,
node/4427294194,37.7693934,-122.4509548,Tibet Stars,gift,,,,http://www.tibetstars.com/,"1707, Haight Street, San Francisco, 94117",yes,
node/4427822496,37.7598573,-122.397501,All States Best Foods,convenience,,,,,"1607, 20th Street, 94107",,
node/4429428491,37.9274893,-122.5178084,Supercuts,hairdresser,Supercuts,Mo-Fr 21:00-08:00; Sa 21:00-07:00; Su 22:00-06:00,,,141,,
node/4431965291,37.5635038,-122.3237527,,vacant,,,,,,,
node/4450963689,37.7617743,-122.445254,Upper Terrace Market,alcohol,,,+1-415-252-0326,,"4499, 17th Street, 94114",,
node/4455923667,37.7687543,-122.4485099,Shade Nail Spa,beauty,,Su 10:00-18:30; Mo-Sa 10:00-19:00,,,"1501, Waller Street, San Francisco, 94117",yes,
node/4459880395,37.8737333,-122.456388,Pedego,bicycle,,,,,,,
node/4468245793,37.7882835,-122.402309,See,optician,,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 12:00-17:00,,,"651, Market Street, San Francisco, 94105",,
node/4468251491,37.7876386,-122.4031247,LensCrafters,optician,LensCrafters,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su 11:00-17:00,+1 415 896 0680,https://local.lenscrafters.com/ca/san-francisco/685-market-st.html,"685, Market Street, San Francisco, 94105",yes,
node/4468277190,37.7882389,-122.402361,Moleskine,gift,,Sa-Su 12:00-17:00; Mo-Fr off,+1 415-757-0726,,"653, Market Street, San Francisco, 94105",yes,
node/4468386989,37.7883669,-122.402227,The Rafael's,jewelry,,,,,"643, Market Street",,
node/4468394989,37.7884315,-122.4021645,The Rafael's,clothes,,Mo-Sa 10:00-18:00,+1 415 974 6772,,"643, Market Street",,
node/4498319692,37.787461,-122.4101144,Blazing Saddles Bike Rental,bicycle,,"24/7 off ""temporarily closed""",+1-415-202-8888,https://www.blazingsaddles.com/san-francisco/locations,"433, Mason Street, San Francisco, 94102",,
node/4498827891,37.761051,-122.4307393,Kokak Chocolates,chocolate,,Mo-Su 07:00-06:00,,,"3901, 18th Street",limited,
node/4533347391,37.7642144,-122.4216547,After Life Collective,clothes,,Mo-We 12:00-19:00; Th-Sa 11:00-20:00; Su 11:00-18:00,,,"541, Valencia Street",,
node/4536361678,37.7939081,-122.3966519,Drumm Liquors,alcohol,,Mo-Su 09:00-24:00,,,"15, Drumm Street",,
node/4538982447,37.7770896,-122.4221986,Cali Kites,outdoor,,,,,"350, Hayes Street, San Francisco, 94102",,
node/4540319677,37.7669154,-122.4300354,Joe's Barbershop,hairdresser,,,,,"2150, Market Street, San Francisco, 94114",,
node/4540758965,37.5665958,-122.3237955,Revolution Hair Studio,hairdresser,,,+1-650-347-3798,,"132, South B Street, San Mateo, 94401",,
node/4541749793,37.6905543,-122.4712345,Fresh cuts,hairdresser,,,,,,,
node/4542568567,37.7744194,-122.4223449,Residents Barbershop,hairdresser,,,,,"110, Gough Street, San Francisco, 94102",,
node/4545904354,37.7727742,-122.437507,Cookin',houseware,,,,,"339, Divisadero Street, San Francisco, 94117",,
node/4548624453,37.7756317,-122.4381133,Fibers of Being,clothes,,,,,"645, Divisadero Street",,
node/4548624457,37.7754647,-122.4381019,SF Skate Club,skate,,,,,"635, Divisadero Street",,
node/4548624481,37.7728237,-122.4375177,Martini Cleaners,dry_cleaning,,,,,"345, Divisadero Street",,
node/4548639069,37.7770668,-122.4383968,Everlasting Tattoo,tattoo,,,,,"813, Divisadero Street",,
node/4548639072,37.7767165,-122.4385091,,dry_cleaning,,Mo-Fr 08:00-19:00; Sa 09:00-18:00,,,"1323, Fulton Street",yes,
node/4548639081,37.7764328,-122.4382618,Sunflowers Nails,beauty,,,,,"773, Divisadero Street",,
node/4548639084,37.7765925,-122.4382999,Mac,beauty,,,+1 415-567-0162,,"783, Divisadero Street",,
node/4548639086,37.7767412,-122.4383187,,alcohol,,Mo-Th 08:00-23:00; Fr-Sa 08:00-24:00; Su 08:00-22:00,,,"793, Divisadero Street",yes,
node/4548818445,37.8005419,-122.4392071,ei - candles gifts more,gift,,,,,"2176, Chestnut Street",,
node/4548818447,37.800561,-122.4389078,peek - toys books fashion for kids,clothes,,,,,,,
node/4548818448,37.8003515,-122.4391637,Toss,clothes,,,,,"2185, Chestnut Street",,
node/4548821701,37.754328,-122.4188467,Home Bargain,variety_store,,,+14153666833,,"2664, Mission Street, San Francisco, 94110",,
node/4548821704,37.7527468,-122.4183327,"Second Church of Christ, Scientist",religion,,,,,,,
node/4548821705,37.7528358,-122.4183448,Mi Pueblito Market,supermarket,,,,,"2765, Mission Street",limited,
node/4548821708,37.7507786,-122.4178096,Jenny's self service coin laundromat,laundry,,,,,"3376, 25th Street",,
node/4548821896,37.800549,-122.4391602,GNC,nutrition_supplements,GNC,,,,"2172, Chestnut Street",,
node/4550076306,37.7773708,-122.4384572,JP+,hairdresser,,,,,"835, Divisadero Street",,
node/4550076308,37.7774075,-122.4384644,Hunted,jewelry,,,,,"839, Divisadero Street",,
node/4553249114,37.7838982,-122.4060845,Louis Vuitton,clothes,Louis Vuitton,,,,,,
node/4553249115,37.7841431,-122.4057841,Tiffany & Company,jewelry,Tiffany & Company,,,,,,
node/4553249116,37.7841049,-122.4072915,Victoria's Secret,clothes,Victoria's Secret,,,,,,
node/4556360352,37.780703,-122.4391164,Pearl Market,convenience,,,,,"1201, Divisadero Street",,
node/4556415854,37.781055,-122.4392008,Laundré,laundry,,08:00-22:00,,,"1233, Divisadero Street",,
node/4558023345,37.7856886,-122.4398064,Belli Capelli,beauty,,,,,"1728, Divisadero Street",,
node/4558023347,37.7856201,-122.4397945,Toe-Asis,beauty,,Mo-Su 10:00-21:00,,,"1722, Divisadero Street",yes,
node/4564626093,37.7797491,-122.487636,Grocery Outlet,supermarket,Grocery Outlet,Sa-Su 08:00-22:00,+1-415-876-5576,https://groceryoutlet.com/circulars/storeid/245,"6333, Geary Boulevard, San Francisco, 94121",yes,yes
node/4567199191,37.7875159,-122.4515948,Locust Cleaners,dry_cleaning,,,,,"3585, Sacramento Street",,
node/4567543892,37.78162,-122.420827,Books Inc.,books,,Mo-Su 11:00-18:00,+1-415-776-1111,https://www.booksinc.net/SFOpera,"601, Van Ness Avenue, San Francisco, 94107",,
node/4567543893,37.7970587,-122.4350421,Juicy News SF,books,,,,,"2181, Union Street",,
node/4567603391,37.7979091,-122.4297634,Chronicle Books,books,,,,,"1846, Union Street",,
node/4568848189,37.8059263,-122.4199197,Patagonia,clothes,Patagonia,Mo-Fr 10:00-19:00; Sa-Su 11:00-18:00,,https://www.patagonia.com/patagonia-san-francisco-770-north-point-san-francisco-california-94109/store_924601889.html,"770, North Point Street, 94109",yes,
node/4571196183,37.7806284,-122.4770735,Europa Plus,convenience,,09:00-20:00,,,"5350, Geary Boulevard, San Francisco, 94121",,
node/4571201978,37.7821333,-122.479686,Spoke Easy SF,bicycle,,We-Mo 12:00-17:00,,https://spokeeasysf.com/,"1901, Clement Street, San Francisco, 94121",,
node/4578423704,37.7993684,-122.4423906,Fast Fill Market,convenience,,,,,,,
node/4584904090,37.7832595,-122.441321,Monica's Florist,florist,,,+1-415-567-1220,https://www.monicasflorist.net/,"2300, Geary Boulevard, San Francisco, 94115",,
node/4586414699,37.7768599,-122.4223215,Warby Parker,optician,Warby Parker,Mo-Su 11:00-19:00,,https://www.warbyparker.com/,"357, Hayes Street, San Francisco, 94102",,
node/4586441876,37.7913456,-122.4027345,Valdez Optometry,optician,,,+1-415-397-0380,http://valdezoptometry.com,"231, Montgomery Street, San Francisco, 94104",no,
node/4593719026,37.7608786,-122.4985935,Charlie's Market,convenience,,,,,"3400, Judah Street",yes,
node/4608698142,37.9282012,-122.517196,REI,outdoor,REI,Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 10:00-18:00,+1-415-927-1938,https://www.rei.com/stores/corte-madera,"213, Corte Madera Town Center, Corte Madera, 94925",,
node/4608698143,37.9285178,-122.517046,The Container Store,houseware,The Container Store,,,,"219, Corte Madera Town Center",,
node/4608698145,37.9273919,-122.5177927,The UPS Store,copyshop,The UPS Store,,,,,,
node/4611607389,37.7798572,-122.4067996,Ray Color Lab,photo,,,,,,,
node/4611607390,37.7809163,-122.4054425,Trendy,beauty,,,,,,,
node/4611699277,37.7987521,-122.4393803,,laundry,,,,,,,
node/4611731077,37.7636315,-122.418954,C& H Complete Auto Repair,car_repair,,,,,,,
node/4611731078,37.7636074,-122.4193276,La Mission Market,greengrocer,,,,,,,
node/4611733623,37.7999096,-122.4395878,Bella Nails,beauty,,,,,,,
node/4611733624,37.7995723,-122.439534,Verizon,mobile_phone,Verizon Authorized Retailer,,,,,,
node/4611746128,37.7635384,-122.4159316,Lutz Bath & Kitchen,kitchen,,Mo-Fr 10:30-16:00,,https://www.lutzplumbingsf.com/,"3123, 17th Street",,
node/4611765281,37.799333,-122.4375148,Lombard Heights Nail Salon,beauty,,,,,,,
node/4611774268,37.8095418,-122.4100011,Alcatraz Gift Shop,gift,,,,,,no,
node/4611780434,37.7979379,-122.4372144,Antiques Restoration,antiques,,,,,,,
node/4611788266,37.8105687,-122.410533,Image Arts,art,,,,,,,
node/4611788267,37.8103663,-122.4106277,Lefty's,clothes,,,,,,,
node/4611835606,37.8108106,-122.4104569,Bliss,jewelry,,,,,,,
node/4611835609,37.8106282,-122.4108133,Vitality,massage,,,+1 415 4403377,,,,
node/4612096185,37.7806042,-122.409419,Best Collateral,pawnbroker,,,,,,,
node/4612096186,37.7814207,-122.4090223,Sonoma Market,alcohol,,,,,,,
node/4613711105,37.763719,-122.4193842,Danah Enterprise Smoke Shop,tobacco,,,,,,,
node/4613711126,37.7641871,-122.41978,Casa de empeños,pawnbroker,,,,,,,
node/4613804351,37.7812281,-122.4087143,Soma's Secrets,erotic,,,,,,,
node/4613804468,37.7798443,-122.4075317,City Produce,greengrocer,,,,,,,
node/4613804470,37.7803879,-122.407746,Fred's Liquor and Deli,deli,,,,,,,
node/4613841151,37.8003635,-122.4406345,walnut cleaners,laundry,,,,,,,
node/4613888428,37.8024456,-122.424355,Citi Cleaners,laundry,,Tu-Fr 09:00-16:00,+1 415-474-3523,,"1290, Chestnut Street",,
node/4613888429,37.8023727,-122.4250252,Amro Market,convenience,,,,,,,
node/4613888436,37.8053656,-122.4221293,Mr. Liquor,convenience,,,,,"901, North Point Street",,
node/4613888438,37.8020687,-122.4254804,Chestnut Street Cleaners,laundry,,,,,,,
node/4613888439,37.8021261,-122.4251053,Just Cuts,beauty,,,,,,,
node/4613935939,37.8055966,-122.4130698,Five Star Cleaners Alterations,vacuum_cleaner,,,,,,,
node/4614037888,37.797688,-122.4092363,InFashion,clothes,,,,,,,
node/4614039300,37.7978842,-122.4076485,SunMoon Market,convenience,,,,,,,
node/4614039301,37.7975727,-122.4081496,Tai Hing Market,greengrocer,,,,,"681, Broadway",,
node/4614040396,37.7980374,-122.4064101,Broadway Cigar & Liquors,alcohol,,,,,,,
node/4614040397,37.7977088,-122.4090934,Cao Kee Market,convenience,,,,,,,
node/4614040549,37.7998338,-122.4075157,Green Street Market,alcohol,,,,,,,
node/4614040689,37.7991576,-122.4090947,Italian House,clothes,,,,,,,
node/4614040690,37.7976659,-122.4073231,Let's Go Boutique,clothes,,,,,,,
node/4614096537,37.799078,-122.4073722,Grant Cleaners,dry_cleaning,,,,,,,
node/4614096539,37.7984595,-122.4072789,Nick's Liquor,alcohol,,,,,,,
node/4614096540,37.7989061,-122.407153,True Value,hardware,True Value,,,,,,
node/4615914193,37.7815989,-122.4911499,Bistro Mediterraneo,deli,,,+1 669-333-6718,https://www.orderbistromediterraneo.com/,"2955, Clement Street",,
node/4615943015,37.788654,-122.4336766,elizabeth charles,boutique,,,,,,,
node/4615943016,37.7885967,-122.4336653,NARS,cosmetics,,,,,,,
node/4615955728,37.78203,-122.4879414,Snow White Cleaners,dry_cleaning,,,,,"2650, Clement Street",,
node/4616009528,37.7993527,-122.4085924,Z Cioccolato,confectionery,,,,,"474, Columbus Avenue",yes,
node/4616010835,37.7971597,-122.4069897,E & S Gift Shop,gift,,,,,,,
node/4616011637,37.7983116,-122.4075785,Ko Company,dry_cleaning,,,,,"333, Columbus Avenue",,
node/4616011638,37.799129,-122.4073634,Laundromat,laundry,,,,,,,
node/4616011640,37.7969607,-122.4058081,Zoomo,rental,,Mo-Fr 11:00-19:00; Sa-Su off,,https://www.ridezoomo.com/cities/san-francisco,"609, Pacific Avenue, San Francisco, 94133",,
node/4616011727,37.7986931,-122.4086972,Little City Market,butcher,,,,,,,
node/4616011728,37.7970072,-122.4083662,Lyca Mobiles,mobile_phone,,,,,,,
node/4616011730,37.7968035,-122.4069328,Oriental House of Beauty,beauty,,,,,,,
node/4616011731,37.7976519,-122.4053056,Secrets,erotic,,,,,,,
node/4616011733,37.8000618,-122.4092531,Su's Hair Salon,hairdresser,,,,,,,
node/4616011734,37.7971173,-122.4069884,Summing Ho Trading Co.,convenience,,,,,,,
node/4616011735,37.7984111,-122.4093665,Sun Rising Gift Store,gift,,,,,,,
node/4616028188,37.7161125,-122.4408176,iPod Computer repair,computer,,,,,,,
node/4616049555,37.7160187,-122.440588,Geneva Eye Care,optician,,Mo off; Tu-Fr 09:00-18:00; Sa 09:00-15:00; Su off,+1-415-585-6588,https://www.genevaeyecare.com/,"940, Geneva Avenue, San Francisco, 94112",,
node/4616049556,37.7159698,-122.4405052,,hairdresser,,,,,,,
node/4616053224,37.7918115,-122.4343106,Margaret O'Leary,clothes,,,,,,,
node/4616054358,37.7159142,-122.4403644,Wash Express,laundry,,,,,,,
node/4616088885,37.7157385,-122.439982,Excellent Dry Cleaners,dry_cleaning,,Mo-Sa 08:30-18:00; Su off,,,"976, Geneva Avenue, San Francisco, 94112",,
node/4616136997,37.7941595,-122.4015076,The Barrel Room,wine,,Mo-Fr 15:30-21:00,,https://www.barrelroomsf.com/,"415, Sansome Street",,yes
node/4616141257,37.7939101,-122.401137,FedEx Office,copyshop,FedEx Office,,,,,yes,
node/4616141808,37.7938555,-122.4011167,Imagink,copyshop,,,,,,yes,
node/4617943850,37.7797127,-122.413165,City Dollar,variety_store,,,,,"1133, Market Street",yes,
node/4617977823,37.803349,-122.4335386,Crown,laundry,,,,,,,
node/4618173075,37.7957445,-122.400639,Site for Sore Eyes,optician,Site for Sore Eyes,,,,,,
node/4618173574,37.7944314,-122.4043802,Versailles,hairdresser,,,,,,,
node/4620055897,37.7746905,-122.4101593,Kookie International,erotic,,,,,,,
node/4620055898,37.7747287,-122.410103,Leather Etc,erotic,,Mo-Fr 10:00-19:00; Sa 11:00-18:00; Su 11:30-17:00,,,"1201, Folsom Street, San Francisco, 94103",,
node/4620108622,37.771132,-122.414602,Universal Light Source,lighting,,,,,,,
node/4622466803,37.7868048,-122.4167394,Coin-Op Laundromat,laundry,,Mo-Fr 18:00-23:00; Sa 08:00-23:00; Su 08:30-23:00,,,"639, Hyde Street, San Francisco, 94109",,
node/4624048568,37.7795814,-122.4233634,Super Sam,convenience,,Su 08:00-22:00; Mo-Th 07:30-23:00; Sa 08:00-00:00,,,"691, McAllister Street, San Francisco, 94102",yes,
node/4625007238,37.7966025,-122.4099651,Chung Hing Produce Co.,greengrocer,,,,,,,
node/4625016641,37.7966205,-122.4097355,Gold Coin Trading Co,greengrocer,,,,,,,
node/4625049319,37.7954858,-122.4116977,Presidio Post,clothes,,,,https://www.presidiopost.com/,"1301, Mason Street, San Francisco, 94133",,
node/4625090829,37.7824628,-122.4158417,Hyde & Turk Market,convenience,,,,,,,
node/4625105134,37.7824966,-122.4172183,SF OrganiCA,convenience,,,,,"500, Larkin Street",,
node/4625108173,37.7948993,-122.4149473,Jackson Market,supermarket,,Mo-Sa 14:00-19:00,,,,yes,
node/4625116446,37.7987691,-122.4364818,Silver Fox Cleaners,dry_cleaning,,,,,,,
node/4625129272,37.7916019,-122.4058637,Oriental Treasure,gift,,,,,,,
node/4625129273,37.7916227,-122.404108,Insomnia Cookies,pastry,Insomnia Cookies,,,,"362, Kearny Street, San Francisco, 94108",,
node/4625129274,37.7908972,-122.4039457,Financial District Wine and Spirits,alcohol,,,,,,yes,
node/4625130229,37.7916429,-122.405564,Anita,jewelry,,,,,,,
node/4625130230,37.7913417,-122.4040454,Anthony Shoe Service,shoes,,,,,,,
node/4625130231,37.790875,-122.4042509,Aveda,cosmetics,Aveda,,,,,,
node/4625131491,37.7910961,-122.404278,Yellow Orchid Spa,massage,,,+1 415 9899633,,"323, Kearny Street, San Francisco, 94108",,
node/4625139238,37.7948028,-122.4099049,Powell Gifts,gift,,closed,,,,,
node/4625139241,37.7821812,-122.4158143,Swift Auto & Tech,car_repair,,,,,,,
node/4625139244,37.7819539,-122.4154431,Hyde St Gift and Snack Shop,convenience,,,,,"112, Hyde Street, San Francisco",,
node/4625139247,37.7834425,-122.4157583,Cadillac Market,convenience,,,,,,,
node/4625157847,37.8094667,-122.4102496,Only in San Francisco,gift,,,,,,,
node/4625158483,37.7821443,-122.420387,Music Exchange,musical_instrument,,"Mo-Sa 10:00-18:00 ""by appointment only""; Su 12:00-17:00 ""by appointment only""",+1 415-552-0445,https://muex.com/locations/san-francisco,"700, Van Ness Avenue, San Francisco, 94102",,
node/4625169865,37.7933763,-122.412688,VJ Grocery,grocery,,,,,"1199, Taylor Street, San Francisco",,
node/4625180675,37.7969645,-122.4357783,Nails 2001,yes,,,,,,,
node/4625180676,37.796972,-122.4357204,Le Bouquet,florist,,,,,,,
node/4625185531,37.783207,-122.4173545,Fox Market,convenience,,,,,,,
node/4625200056,37.7836299,-122.4160786,New Princess Market,convenience,,Mo-Su 06:00-02:00,,,,,
node/4625200057,37.7833045,-122.4165512,KSH Automotive,car_repair,,,+1-415-409-0663,https://www.kshautomotive.com/,94109,,
node/4625203721,37.7884606,-122.4062257,Rolex,watches,Rolex,,,,"255, Post Street, San Francisco",,
node/4625203722,37.7885344,-122.4057431,Max Mara,clothes,Max Mara,Mo-Sa 11:00-18:00; Su 12:00-17:00,,,"231, Post Street, San Francisco, 94108",,
node/4625203723,37.7886927,-122.4062489,Zara,clothes,Zara,"Su-Th 11:00-19:00; Fr,Sa 11:00-20:00",,,"250A, Post Street, San Francisco",limited,
node/4625204999,37.7885505,-122.4050705,Dior,clothes,Dior,,,,,,
node/4625205004,37.788574,-122.405387,Cartier,jewelry,Cartier,,,,"199, Grant Avenue, San Francisco, 94108",,
node/4625205005,37.7887543,-122.405873,Salvatore Ferragamo,shoes,Salvatore Ferragamo,,,,"236, Post Street",,
node/4625205007,37.7888932,-122.404653,Shreve & Co.,jewelry,,Mo-Sa 10:00-17:00; Su 12:00-17:00,+1 415-421-2600,https://shreve.com/locations/san-francisco,"150, Post Street, San Francisco, 94108",,
node/4625205156,37.7887459,-122.4059963,Gump's Holiday Shop,gift,,,,,"240, Post Street",,
node/4625205159,37.7887157,-122.4061116,Gumps,furniture,,,+1 866 6122226,https://gumps.com/,"250, Post Street, San Francisco",,
node/4625205162,37.7887901,-122.4054933,Harry Winston,jewelry,,,,,,,
node/4625205164,37.7884276,-122.406609,Breitling,watches,Breitling,,,,,yes,
node/4625205165,37.7886384,-122.404793,Max Mara,clothes,Max Mara,Mo-Sa 11:00-18:00,+1 415-981-0900,,"175, Post Street, San Francisco, 94108",,
node/4625209001,37.8082102,-122.4142941,$10 Hoodie Store,gift,,Mo-Su 11:00-20:00,,,"2699, Mason Street, San Francisco, 94133",,
node/4625224082,37.7975537,-122.432649,Adam Neeley,jewelry,,,,,,,
node/4625224083,37.7974499,-122.4335301,,vacant,,,,,,,
node/4625224084,37.7973181,-122.4328542,Lamas,boutique,,,,,,,
node/4625224085,37.79833,-122.4342153,Super Cleaners,dry_cleaning,,,,,,,
node/4625224086,37.7973777,-122.4340202,See Eyewear,optician,,,,,,,
node/4625224087,37.7985332,-122.4325571,,grocery,,,,,,,
node/4625249076,37.808379,-122.4134501,Lids,clothes,Lids,,,,,,
node/4625249077,37.8083899,-122.4133623,Lush,cosmetics,Lush,,,,,,yes
node/4625251872,37.8001326,-122.4326035,albertinos,wine,,,,,,,
node/4625288874,37.7994107,-122.4108231,Clean-X-Press,laundry,,,,,"1601, Powell Street",,
node/4625289654,37.7658841,-122.4083469,AT&T,mobile_phone,AT&T,,,,,,
node/4625289656,37.7648788,-122.4043215,Autobody Spa,car_repair,,,,,,,
node/4625289657,37.7651398,-122.407296,All Tire,tyres,,,,,,,
node/4625289658,37.7659178,-122.407846,O'Reilly Auto Parts,car_parts,O'Reilly Auto Parts,,,https://locations.oreillyauto.com/ca/sanfrancisco/autoparts-3032.html,,,
node/4625309472,37.7991929,-122.4124589,Green Corner Cleaner,dry_cleaning,,,,,,,
node/4628163624,37.7922561,-122.4085985,Twin's Armoire Boutique,clothes,,,,,,,
node/4628177738,37.7741397,-122.4309984,Key Food Market,convenience,,,,,"501, Fillmore Street",,
node/4628177740,37.7748052,-122.4311264,Majesty Cleaner,dry_cleaning,,Mo-Fr 09:00-18:30; Sa 09:00-17:30; Su off,,,"575, Fillmore Street",,
node/4628306474,37.8080323,-122.4162709,Zea Gallery,art,,,,,,,
node/4628306476,37.8080457,-122.4161226,ZK Gallery,art,,,,,"213, Jefferson Street",,
node/4628353542,37.7906094,-122.4061684,Optometry,optician,,,,,,,
node/4628370543,37.8067428,-122.4156982,Route US 66,gift,,,,,,,
node/4628370544,37.8068478,-122.4157228,Bay City Bike,rental,,,,,,,
node/4628441088,37.7864467,-122.416346,Geary & Hyde Market,convenience,,,,,"798, Geary Street, San Francisco",,
node/4628442625,37.8077475,-122.420563,The Bay Company,gift,,,+1-415-946-8121,,"496, Jefferson Street, San Francisco, 94109",,
node/4628442627,37.8079652,-122.418865,The Wharf Store,gift,,,+1-415-318-8016,https://www.thewharfstore.com/,"398, Jefferson Street, San Francisco, 94109",,
node/4628442789,37.7852604,-122.4164164,Hyde & O'Farrell Market,convenience,,,,,,,
node/4628442790,37.7851868,-122.4163815,Hyde & O'Farrell Laundry,laundry,,,,,,,
node/4628442791,37.7843602,-122.4159152,Serv-Well,alcohol,,,,,,,
node/4628442793,37.7843368,-122.4161942,Speed Wash,laundry,,Mo-Su 07:00-20:00,,,,,
node/4628444734,37.7790958,-122.3927648,3rd & Townsend Corner Store,wine,,,,,,,
node/4628492032,37.7896824,-122.4063732,Samuel Scheuer,furniture,,Mo-Sa 10:00-17:00,,,,yes,
node/4628492033,37.7895061,-122.4056455,Teuscher,chocolate,,"Tu-Sa 12:00-17:00; Mo,Su off",+1 415 8340850,https://www.teuscherswisschocolates-sf.com/,"307, Sutter Street, San Francisco",yes,
node/4628495506,37.7897278,-122.4058707,Alcheme,beauty,,,,,,,
node/4628495508,37.7896665,-122.4064691,Cop.Copine,clothes,,"Tu-Sa 10:00-18:00; Mo,Su off",+1 415 9899035,https://cop-copineus.com/pages/stores,"352, Sutter Street, San Francisco",yes,
node/4628495509,37.7893898,-122.4065103,Couture,clothes,,,,,,,
node/4628496726,37.7897146,-122.4058358,Thi Spa and Salon,beauty,,,,,,,
node/4628496727,37.7867569,-122.4082785,UGG,shoes,UGG,,,,,,
node/4628496728,37.7894011,-122.4064651,Wilkes Bashford,clothes,,,,,,,
node/4628519495,37.7856097,-122.430912,The UPS Store,copyshop,The UPS Store,,,,,,
node/4628546592,37.7859814,-122.4182248,Woerners,alcohol,,,,,,,
node/4628615917,37.7867497,-122.419776,Green Apple Market,convenience,,,,,"1042, Polk Street, San Francisco",,
node/4628704335,37.7866375,-122.4298727,Super Mira,convenience,,,+1 415 921 6529,,"1790, Sutter Street",,
node/4628727577,37.7858743,-122.4283199,J Mart,wine,,,,,"1600, Post Street, San Francisco",,
node/4630210242,37.7840734,-122.4784448,New Shining Cleaner,dry_cleaning,,,,,,,
node/4630226706,37.7840258,-122.4788199,New California Market,supermarket,,,,,,,
node/4631678024,37.7688233,-122.4202181,Call Car Collision,car_repair,,,+1 415-861-8440,https://www.callcarcollision.com/,,,
node/4631687642,37.7687293,-122.4201817,Mr. Scooter,motorcycle_repair,,,+1-415-865-0104,http://www.mrscooter.net,"1776, Mission Street, San Francisco, 94103",,
node/4631708920,37.7850021,-122.412688,Young-Ellis Food Center,convenience,,,,,"396, Ellis Street, San Francisco",,
node/4631727981,37.7916382,-122.4056942,Chinatown Bargain Depot,convenience,,,,,,,
node/4631727982,37.7916816,-122.4058926,New Asia Gift Center 11,gift,,,+1 415-640-3168,,,yes,
node/4631727983,37.7916912,-122.4057009,Fashion Bags and Gifts,gift,,,,,,,
node/4631727984,37.7892464,-122.4055351,Harper Paige,beauty,,,,,,,
node/4631727985,37.7891809,-122.4054859,Marlowe,clothes,,,,,"231, Grant Avenue, San Francisco",,
node/4631727988,37.7923386,-122.4058432,,gift,,,,,,,
node/4631728485,37.7892337,-122.4054969,Joe's Jeans,clothes,,,,,,,
node/4631728486,37.789085,-122.405153,Rimowa,bag,Rimowa,,,,,,
node/4631728487,37.7893493,-122.405528,Jon Fleuvog,shoes,,Mo-Sa 10:00-18:00; Su 12:00-18:00,,,,,
node/4631729489,37.7892053,-122.4055335,,clothes,,,,,,,
node/4631729490,37.7894611,-122.4055374,Wicked,beauty,,,,,"257, Grant Avenue, San Francisco",,
node/4631729491,37.7891354,-122.405161,Robert Paul,yes,,,,,"224, Grant Avenue",,
node/4631729589,37.7892674,-122.4055143,Viange,hairdresser,,,,,,,
node/4631753994,37.7901831,-122.417092,Nob Hill Liquors,alcohol,,,,,,,
node/4631771784,37.7671892,-122.4179557,Larkins Brothers Tire Shop,tyres,,,,https://larkinsbrostire.com/,,limited,
node/4631774686,37.7674015,-122.4175393,AVS Motors Auto Repair,car_repair,,,,,,,
node/4631784859,37.7686617,-122.4176395,Volvo,car,Volvo,,,,,,
node/4631802344,37.790002,-122.4033712,Alden,shoes,,,,,"170, Sutter Street",,
node/4631802350,37.7899578,-122.404044,Maxferd Jewelry and Company,pawnbroker,,,,,"200, Sutter Street",yes,
node/4631802351,37.7899269,-122.4041202,,pawnbroker,,,,,"210, Sutter Street",,
node/4631802352,37.7901098,-122.4028111,Nail Today,beauty,,,,,,,
node/4631802353,37.7900787,-122.4010177,Patrick's Office Supplies,stationery,,,,,San Francisco,,
node/4631831950,37.8006863,-122.4259805,Franklin Market,convenience,,,,,,,
node/4631865244,37.7851101,-122.4100412,Liquor Minimart,alcohol,,,,,"251, Ellis Street",,
node/4631886603,37.7668883,-122.4183491,A Laundromat,laundry,,,,,,,
node/4631891265,37.7857309,-122.414517,Mi Reyna Market,grocery,,,,,"596, O'Farrell Street",,
node/4631982688,37.7951038,-122.4075142,Chat Hai Jade Jewellery Co.,jewelry,,,,,,,
node/4631982789,37.7951389,-122.4072012,Paul's Jewellery Co.,jewelry,,,,,,,
node/4631982790,37.796254,-122.4055347,North East Medical Service,medical_supply,,,,,,,
node/4631982791,37.7960686,-122.4056603,Mei Wo Florist,florist,,,,,,,
node/4631982795,37.7957545,-122.4067023,TenRen's Tea,tea,,,,,,,
node/4631982796,37.7958149,-122.4065338,Linda Boutique,jewelry,,,+1 415 9540816,https://www.lindaboutique.com/,"Grant Avenue, San Francisco",,
node/4631982797,37.7956904,-122.4065197,Oriental Treasures,clothes,,,,,"950, Grant Avenue, San Francisco",,
node/4631982799,37.7948802,-122.4075584,Sakura Hair Saloon,hairdresser,,,,,,,
node/4631982800,37.7949737,-122.407267,Aroma Tea Shop,tea,,,,,,,
node/4631982801,37.7951536,-122.4070658,Foo Wah Cheung Jewellery & Co,jewelry,,,,,,,
