id,lat,lon,name,type,cuisine,opening_hours,phone,website,address,outdoor_seating,takeaway,delivery,wheelchair
node/2304346681,37.717879,-122.4741152,Taqueria Dos Charros,restaurant,mexican,09:00-21:00,+1 415 334 6075,https://ordertaqueriadoscharros.com/,"55, Cambon Drive, 94132",,,,
node/2304346687,37.7176638,-122.4739119,Papa John's,fast_food,pizza,Mo-Th 10:30-23:30; Fr-Sa 10:30-24:00; Su 10:30-23:30,+1 415-586-7272,https://locations.papajohns.com/united-states/ca/94132/san-francisco/69-cambon-drive,"69, Cambon Drive, San Francisco, 94132",,yes,,
node/2304346688,37.7179291,-122.4741592,Spressa,cafe,,,,,"51, Cambon Drive, 94132",,,,
node/2306305536,37.7393347,-122.4677426,Trattoria da Vittorio,restaurant,italian,,,,"150, West Portal Avenue, San Francisco, 94127",,,,
node/2310116024,37.7931953,-122.3970304,Coffee Bodega,cafe,coffee_shop,,,,,yes,yes,,
node/2310116209,37.7933322,-122.397355,Ladle & Leaf,fast_food,,Mo-Fr 10:00-14:00,,https://ladleandleaf.com/,"1, California Street",yes,,,yes
node/2311956675,37.7606383,-122.504043,Mixto Latin Cuisine,restaurant,peruvian,,,,"3914, Judah Street, San Francisco",,,,
node/2317662705,37.7467604,-122.4193306,El Rio,bar,,,+1-415-282-3325,https://www.elriosf.com/,"3158, Mission Street",,,,limited
node/2318141840,37.7614816,-122.4352495,Cafe Mystique,cafe,,,+1-415-865-9963,http://www.cafe-mystique.com,"464, Castro Street, 94114",,,,
node/2318141844,37.7610855,-122.4348805,La Tortilla,restaurant,mexican,,+1-415-861-3990,,"495, Castro Street, 94114",,,,
node/2318141869,37.7620988,-122.4353087,Marcello's Pizza,restaurant,pizza,,+1-415-863-3900,https://marcellospizzasf.com/,"420, Castro Street, 94114",,,,
node/2318141886,37.7621875,-122.4349862,Pizzalicious,fast_food,pizza,,,,"417, Castro Street, 94114",yes,yes,,
node/2318141892,37.761478,-122.434918,Tanglad,restaurant,vietnamese,,,,"469, Castro Street, 94114",,,,limited
node/2318141894,37.7616024,-122.4352611,QBar,bar,,,+1-415-864-2877,https://qbar-sf.com/,"456, Castro Street, San Francisco, 94114",,,,
node/2318141907,37.7624007,-122.434998,Twin Peaks Tavern,bar,,,+1 415-864-9470,https://twinpeakstavern.com/,"401, Castro Street, San Francisco, 94114",,,,
node/2318141915,37.7612906,-122.4352312,Blush! Wine Bar,bar,,,+1-415-558-0893,https://blushwinebar.com/,"476, Castro Street, 94114",,,,
node/2318141925,37.7611577,-122.4348874,The Posh Bagel,restaurant,bagel,,+1 415-552-2767,,"495, Castro Street, San Francisco, 94114",,,,
node/2318159223,37.7610207,-122.434589,Copper,bar,,,,,"4092, 18th Street, 94114",,,,
node/2318159226,37.7610101,-122.4346633,Starbucks,cafe,coffee_shop,,+1 415-626-6263,https://www.starbucks.com/store-locator/store/16848/4094-18th-st-4094-18th-street-san-francisco-ca-941142534-us,"4094, 18th Street, San Francisco, 94114",,yes,,
node/2318796883,37.7607436,-122.4359987,The Edge,bar,,,+1-415-863-4027,http://edgesf.com,"4149, 18th Street, 94114",,,,
node/2321299132,37.759956,-122.435103,Fable,restaurant,,,,,"Castro Street, 94114",,,,
node/2321299135,37.7601012,-122.434786,Philz Coffee,cafe,coffee_shop,Sa-Su 06:00-18:00; Mo-Fr 05:30-18:00,+1 415-875-9656,https://www.philzcoffee.com/locations-sf,"549, Castro Street, San Francisco, 94114",yes,yes,,
node/2321299138,37.7600164,-122.435109,Leadbetter's,shop:bakery,,,,,"556, Castro Street, 94114",,,,
node/2321299142,37.7596972,-122.4347474,Anchor Oyster Bar,restaurant,seafood,"Mo, Th-Su 14:00-20:00",+1 415-431-3990,http://anchoroysterbar.com,"579, Castro Street, 94114",yes,,,
node/2321299154,37.7605272,-122.434827,The Sausage Factory,restaurant,italian,Mo-Tu closed; We-Th 16:00-21:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 12:00-21:00,+1 415-626-1250,https://thesausagefactorysf.com/,"517, Castro Street, San Francisco, 94114",,yes,,yes
node/2321299158,37.7599145,-122.435099,Castro Tarts,cafe,,,,,"Castro Street, 94114",,,,limited
node/2321299171,37.7601489,-122.435121,Dumpling Kitchen,restaurant,chinese,,+1 415-874-9882,,"544, Castro Street, San Francisco, 94114",,,,
node/2321299176,37.7604118,-122.4351469,Wasabi Bistro,restaurant,,,,,"524, Castro Street, 94114",,,,
node/2321299178,37.7594068,-122.4347196,Thai House Express,restaurant,thai,,+1-415-864-5000,,"599, Castro Street, 94114",,,,
node/2321383079,37.7609305,-122.4358979,Toad Hall,bar,,,+1-415-621-2811,https://toadhallbar.com/,"4146, 18th Street, 94114",,,,yes
node/2321383085,37.7607565,-122.4357775,Thai Chef,restaurant,thai,"Mo,We 12:00-15:00,17:00-21:00; Tu off; Th 17:00-21:00; Fr-Su 12:00-21:00",+1-415-551-2433,http://thaichefsf.com,"18th Street, 94114",,,,
node/2328579239,37.7996575,-122.4388599,Home Plate,restaurant,regional,07:00-15:00,,,"2274, Lombard Street, San Francisco, 94123",,,,
node/2328928015,37.7994294,-122.4406822,Phat Thai,restaurant,thai,,,https://www.phatthaisf.com/,"2380, Lombard Street, San Francisco, 94123",,,,
node/2330907328,37.7641395,-122.4325631,Starbelly,restaurant,,Mo-Th 11:30-23:00; Fr 11:30-00:00; Sa 10:30-00:00; Su 10:30-23:00,+1 415-252-7500,https://starbellysf.com/,"3583, 16th Street, San Francisco, 94114",yes,yes,,
node/2334922788,37.7929739,-122.4029519,Monte's Bar,restaurant,,,+1 415 2733088,https://www.omnihotels.com/hotels/san-francisco/dining/montes-bar,,,,,yes
node/2336394868,37.785263,-122.403882,Oink & Oscar,fast_food,,,,,"87, Mission Street, San Francisco",yes,,,
node/2336730289,37.7916423,-122.403804,SAJJ Mediterranean,restaurant,mediterranean,Mo-Fr 11:00-15:00,+1 415 814 3210,https://www.sajjstreeteats.com/location/san-francisco-fidi-at-88-belden-place/,"485, Pine Street, San Francisco, 94104",yes,,,
node/2336730548,37.7912885,-122.4036909,Leleka,restaurant,dumpling;ukrainian,"Mo-We 11:00-14:00; Th, Fr 11:00-14:00, 17:00-20:00",+1 415-901-3434,https://www.lelekasf.com/,"40, Belden Place, San Francisco",yes,,,yes
node/2337474422,37.7647024,-122.4217174,Arinell Pizza,restaurant,pizza,,,,"509, Valencia Street, San Francisco, 94110",,,,
node/2337741914,37.7757691,-122.4088971,Raven Bar,bar,,"Th,Su 21:00-26:00; Fr-Sa 20:00-26:00",,,"1151, Folsom Street, San Francisco, 94103",,,,yes
node/2338219761,37.746687,-122.413393,Marlena,restaurant,american,,+1-415-400-5997,https://www.marlenarestaurant.com,"300, Precita Avenue, San Francisco, 94110",no,,,
node/2338519352,37.7679911,-122.392759,The Pub,cafe,,,,,"1675, Owens Street, San Francisco, 94143",yes,yes,,yes
node/2338760557,37.7690482,-122.3902847,Subway,fast_food,sandwich,Mo-Fr 08:00-20:00; Sa-Su 08:00-19:00,+1 415-865-0423,https://restaurants.subway.com/united-states/ca/san-francisco/550b-gene-friend-way,"550, Gene Friend Way, San Francisco, 94158",,yes,,yes
node/2338784343,37.794816,-122.404738,The Garden Restaurant,restaurant,chinese,,,,"716, Kearny Street, San Francisco",,,,
node/2338784403,37.7975461,-122.4104446,Enter the Cafe,cafe,,,,,"1401, Powell Street, San Francisco",,,,
node/2338784539,37.7958593,-122.4236981,Peter D's Cafe,restaurant,,,,,"2205, Van Ness Avenue",,,,
node/2338785909,37.7997627,-122.4380264,Amici's East Coast Pizza,restaurant,pizza,,,,,,,,
node/2338830921,37.7988645,-122.4423912,Original Buffalo Wings,restaurant,fried_food,,,,,no,,,
node/2338836801,37.7748604,-122.4379581,Popeyes,fast_food,chicken,"Mo-Fr 10:00-22:00; Sa,Su 11:00-22:00",+1 415-346-3088,https://locations.popeyes.com/ca/san-francisco/599-divisadero-st/,"599, Divisadero Street, San Francisco, 94117",no,yes,,yes
node/2338836841,37.775082,-122.4379846,Bean Bag Cafe,cafe,coffee_shop;american;mexican;juice,"Mo-Th,Su 08:00-21:00; Fr-Sa 08:00-22:00",+1 415-563-3634,https://beanbag.cafe/,"601, Divisadero Street",yes,,,yes
node/2338837136,37.7642726,-122.430737,Kitchen Story,restaurant,california;american,"Su,Mo-Th 8:00-14:30,17:00-21:30; Fr,Sa 8:00-14:30,17:00-22:30",+1 415 5254905,http://www.kitchenstorysf.com/s,"3499, 16th Street, San Francisco",,,,
node/2338837948,37.75642,-122.419137,Foreign Cinema,restaurant,american,,,,,yes,no,no,
node/2338887013,37.808473,-122.4160225,Sabella & LaTorre,restaurant,,,,,"2809, Taylor Street, San Francisco, 94133",,,,
node/2338888435,37.8084143,-122.4160028,Crab Station,fast_food,seafood,,,,"2803, Taylor Street, San Francisco, 94133",,,,
node/2339603601,37.80038,-122.440888,Réveille,cafe,coffee_shop,,,,"2268, Chestnut Street, San Francisco",yes,,,
node/2340005269,37.800782,-122.437928,Naked Fish Sushi,restaurant,sushi,,,,,,,,
node/2340006084,37.8000152,-122.4376243,Ristorante Parma,restaurant,italian,Mo-Sa 17:00-22:30,+1 415-567-0500,https://www.sfparma.com/,"3314, Steiner Street, San Francisco",,,,
node/2340006882,37.8005595,-122.4373837,Noah's Bagels,fast_food,bagel,,+1-415-775-2910,https://www.noahs.com/,"Chestnut Street, San Francisco",,yes,,
node/2340007153,37.8006714,-122.4364807,Morella,restaurant,italian;argentinian,Tu-Thu 16:30-22:00 Fri 16:23:00 Sa 10:00-15:00; 16:30-23:00 Su 10:00-15:00; 16:30-22:00,+1-626-286-9698,https://www.morellasf.com/,"2001, Chestnut Street, San Francisco, 94123",sidewalk,,,
node/2340007195,37.8005116,-122.4363461,Nippon Curry,restaurant,japanese;curry,"Tu 17:00-21:00; We-Fr 11:00-15:00,17:00-21:00; Sa 11:00-21:00; Su 11:00-15:00",+1 415 6605170,https://www.nipponcurry.com/,"3347, Fillmore Street, San Francisco, 94123",sidewalk,,,
node/2340007197,37.8006438,-122.4367038,Pacific Catch,restaurant,seafood,11:00 -22:00,+1-415-440-1950,https://pacificcatch.com/location/marina/,"2027, Chestnut Street, San Francisco",yes,,,
node/2340019960,37.79842,-122.435945,Cellar Door,pub,,,,,"3131, Fillmore Street, San Francisco",,,,
node/2340083046,37.800212,-122.437972,Ace Wasabi's,restaurant,sushi,,,,"3339, Steiner Street, San Francisco",no,no,,no
node/2340083268,37.8002385,-122.4376693,Bistro Aix,restaurant,french,Mo-Th 17:30-22:00;Fr-Sa 17:30-23:00,+1 415-202-0100,https://www.bistroaix.com/,,no,no,no,
node/2340083601,37.800047,-122.437922,Indigo,restaurant,modern_american,Tu-We 5:00pm-10:00pm Thu 5:00pm-11:00pm Fri-Sat 5:00pm-12:00 Sun 3pm-10pm Sat-Sun 11am-3pm,,,"3321, Steiner Street, San Francisco, 94123",,no,no,
node/2340735754,37.752742,-122.408375,St Francis Fountain,restaurant,american,Mo-Fr 09:00-14:00; Sa-Su 09:00-15:00,+1 415-826-4200,https://stfrancisfountainsf.com/,,,,,yes
node/2340884147,37.8006331,-122.4367897,Asian Box,restaurant,asian,,,,"Chestnut Street, San Francisco",yes,,,
node/2340886392,37.80239,-122.425253,Chestnut Diner,restaurant,diner,,,,"1312, Chestnut Street, San Francisco",,,,
node/2340887349,37.802115,-122.425025,Cafe Lé,cafe,,,,,,,,,
node/2341136282,37.8098803,-122.4102435,Taco Cantina,fast_food,mexican,,,,,yes,,,
node/2341485060,37.7577677,-122.389394,Honeybear Boba,cafe,bubble_tea;tea,Mo-Su 11:30-16:00,+1-415-654-5314,https://www.honeybearbobaco.com/,"801, 22nd Street, San Francisco, 94107",no,,,yes
node/2341485061,37.7580168,-122.388904,Just For You,restaurant,diner,,+1-415-647-3033,https://www.justforyoucafe.com/index.html,"732, 22nd Street, San Francisco, 94107",,,,
node/2341485063,37.7591976,-122.3878586,Gilberth's Rotisserie & Grill,restaurant,,,,,"2427, 3rd Street, San Francisco, 94107",,,,limited
node/2342299361,37.767017,-122.3940123,Pokelife,cafe,poke,Mo-Fr 11:00-16:00; PH closed,,,"1700, Owens Street, San Francisco, 94158",yes,yes,,yes
node/2343615613,37.7846208,-122.409519,Union Square Sports Bar,bar,,,,,"115, Mason Street, 94102",,,,
node/2355169185,37.7891529,-122.4029436,Chaat Cafe Express,restaurant,,,,,,,,,
node/2358297160,37.760646,-122.5039593,Judahlicious,restaurant,juice;breakfast;salad;soup,,,http://judahlicious.com/,"3906, Judah Street, San Francisco, 94122",,,,yes
node/2365742146,37.7889505,-122.4014996,McDonald's,fast_food,burger,,+1 415-543-2595,https://www.mcdonalds.com/us/en-us/location/3171.html,"609, Market Street, San Francisco, 94105",,only,,yes
node/2365845685,37.8108981,-122.410588,Player's Sports Grill and Arcade,restaurant,,,,,,,,,
node/2375537105,37.7815774,-122.4325389,The Fillmore Street Cafe,cafe,,,,,"1301, Fillmore Street, San Francisco, 94115",,,,
node/2382511308,37.7961374,-122.4044342,Caffè Macaroni,restaurant,italian,Mo-Sa 11:00-23:00,+1-415-956-9737,https://www.caffemacaroni.com/,"59, Columbus Avenue, San Francisco, 94111",,,,
node/2392286219,37.7651461,-122.466265,Fiorella Sunset,restaurant,pizza,Mo-Th 17:30-21:00; Fr 17:00-22:00; Sa 16:30-22:00; Su 16:30-21:30,+1 415 404 6997,http://www.fiorella-sf.com/,"1240, 9th Avenue, San Francisco, 94122",,,,yes
node/2392300373,37.7638256,-122.4740798,Izakaya Sozai,restaurant,japanese,,+1 415-742-5122,https://www.izakayasozai.com/,"1500, Irving Street, San Francisco, 94122",yes,,,
node/2392303258,37.7634051,-122.4664211,Arizmendi Bakery,shop:bakery,,Tu-Su 07:30-18:00,+1 415 566 3117,https://www.arizmendibakery.com/,"1331, 9th Avenue, San Francisco, 94122",yes,,,yes
node/2392311612,37.765762,-122.4663,Pacific Catch,restaurant,seafood,,+1-415-504-6905,https://pacificcatch.com/,"1200, 9th Avenue, San Francisco, 94122",,,,yes
node/2394661178,37.7455949,-122.4202183,Burger King,fast_food,burger,06:00-21:30,+1 415-641-9885,https://www.bk.com/store-locator/store/restaurant_2611,"1690, Valencia Street, San Francisco, 94110",,yes,,
node/2402096155,37.7639874,-122.464713,Mezze and Mooore II,restaurant,lebanese,,,https://www.mezzeandmooore.com/,"627, Irving Street, San Francisco, 94122",,yes,,yes
node/2403912708,37.7631643,-122.4109893,Ernest,restaurant,,We-Su 17:00-21:30,+1-415-829-2961,https://www.ernestsf.com/,"1890, Bryant Street, San Francisco, 94110",,,,
node/2403914322,37.7629013,-122.4104153,Starbucks,cafe,coffee_shop,,+1 415-552-2649,https://www.starbucks.com/store-locator/store/13383/mariposa-bryant-2727-mariposa-st-san-francisco-ca-941101472-us,"2727, Mariposa Street, San Francisco, 94110",,yes,,
node/2411692096,37.7770377,-122.4175698,Andersen Bakery,cafe,sandwich,,,https://www.andersenbakeryusa.com/,"1390, Market Street",,,,yes
node/2411698457,37.7763144,-122.4232552,Blue Bottle Coffee,cafe,coffee_shop,,,,,,yes,,
node/2419243686,37.9204412,-122.3480199,Mountain Mike's,restaurant,pizza,,,,"2171, Meeker Avenue, Richmond",,yes,,
node/2419243687,37.9204486,-122.3479341,Quiznos,fast_food,sandwich,,,,,,yes,,
node/2429468220,37.7887697,-122.403832,Capital One 360 Café,cafe,,Mo-Fr 07:00-18:00,,http://cafes.capitalone360.com/san_francisco/,"101, Post Street, San Francisco, 94108",,,,yes
node/2441003265,37.7655013,-122.4662995,um.ma,restaurant,japanese;korean,"Mo 17:00-21:00; Tu off; We-Th 11:00-14:00,17:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00",+1 415-943-6071,https://www.ummasf.com/,"1220, 9th Avenue, San Francisco, 94122",,,,yes
node/2449308055,37.7313703,-122.4523795,K's Kitchen,restaurant,sushi,,+1-415-333-8500,http://www.kssushisf.com,"757, Monterey Boulevard, 94127",,,,
node/2452206216,37.5670679,-122.3243444,Jeffrey's Hamburgers,fast_food,burger,Mo-Su 11:00-21:00,+1-650-348-8698,http://www.jeffreyshamburgers.com/,"42, South B Street, San Mateo",,,,
node/2452206221,37.5672122,-122.3245315,Joy Sushi,restaurant,japanese,,+1-650-340-8974,http://joysushi.org/,South B Street,,,,
node/2452206222,37.5671059,-122.3243973,O'Neill's Irish Pub,pub,,11:30-2:00,+1-650-347-1544,https://www.oneillssanmateo.com/,South B Street,,,,
node/2452609224,37.5658335,-122.3230076,Attic,restaurant,asian,Tu-Th 17:30-21:30; Fr-Sa 17:30-00:00,+1 650-342-4506,http://atticrestaurant.com/,"234, South B Street",,,,
node/2452609225,37.5645413,-122.3240212,Baskin-Robbins,ice_cream,ice_cream,11:00-22:00,+1 650-348-2454,https://locations.baskinrobbins.com/ca/san-mateo/133-e-third-ave,"133, East 3rd Avenue, San Mateo, 94401",,,,yes
node/2452609230,37.5657445,-122.322354,Meet Fresh,restaurant,taiwanese,,,https://www.meetfresh.us/,"277, South B Street",,,,
node/2452609231,37.5656984,-122.3228659,Happy cafe,restaurant,,,+1-650-340-7138,http://www.happycaferestaurant.blogspot.de/,"250, South B Street",,,,
node/2452609233,37.5659393,-122.3234816,Izakaya Mai,restaurant,japanese,"Tu-Fr 18:00-23:30, Sa,Su 18:00-23:30, Tu-Fr 11:30-13:45",+1-650-347-2511,,"212, 2nd Avenue",,,,
node/2452609235,37.5653055,-122.3229861,Little China Kitchen,restaurant,chinese,,+1-650-348-3890,https://www.littlechinakitchen.com/,"215, East 3rd Avenue",,,,
node/2452609236,37.5655353,-122.32349,Happy Lamb Hot Pot,restaurant,mongolian;hot_pot,,+1-650-343-2566,http://happylambhotpotsanmateo.com/,"215, South Ellsworth Avenue",,,,limited
node/2452609237,37.5661634,-122.3228373,New York Pizza,restaurant,pizza,,+1-650-344-3444,https://newyorkpizza.biz/,"219, South B Street, San Mateo, 94401",,,,
node/2452609238,37.5655279,-122.3226422,Peet's Coffee,cafe,coffee_shop,,+1-650-403-1591,https://www.peets.com/,"255, East 3rd Avenue, San Mateo, 94401",,yes,,
node/2452609338,37.5659629,-122.3239719,Restaurant Bay Watch,restaurant,,,+1-650-342-2356,http://www.restaurantbaywatch.com/,"201, 2nd Avenue",,,,
node/2452609340,37.5646262,-122.3239301,Shabuway,restaurant,japanese,,,https://www.shabuway.com/,"145, East 3rd Avenue",,,,
node/2452609342,37.565724,-122.3228887,Tenka Japanese Restaurant,restaurant,japanese,"Mo-Fr 11:30-14:30, 17:00-22:00; Sa 11:00-14:30, 17:00-22:00; Su 17:00-22:00",+1 650-579-7107,https://www.facebook.com/pages/Tenka-Japanese-Restaurant/113262068706928,"246, South B Street",,,,
node/2453599646,37.7690314,-122.3905761,Publico,restaurant,mexican,Mo-Fr 10:30-19:00,,,"550, Gene Friend Way",,,,yes
node/2453600264,37.7690512,-122.390153,Peasant Pies,cafe,pie,Mo-Fr 07:00-18:30; Sa 08:30-14:00,,,"550, Gene Friend Way",,,,yes
node/2453601267,37.7642182,-122.386768,The Ramp,restaurant,,,+1-415-621-2876,https://www.rampsf.com/,"855, Terry A. François Boulevard, San Francisco",,,,yes
node/2453806734,37.5640754,-122.32289,Domino's,fast_food,pizza,Fr-Sa 11:00-2:00; Su 11:00-24:00,+1 650-344-3030,https://pizza.dominos.com/california/san-mateo/94401/169-e-4th-ave/,"169, East 4th Avenue, San Mateo, 94401",,yes,,
node/2453806737,37.5640471,-122.3229286,Honey Berry,restaurant,,Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00,+1 650-340-0188,https://www.facebook.com/HoneyBerrySanMateo,"135, East 4th Avenue",,,,
node/2453806749,37.5642855,-122.3238689,Teaspoon,cafe,bubble_tea,Mo-Su 11:00-23:00,,https://teaspoonfun.com/,"128, East 3rd Avenue, San Mateo",,,,
node/2453851662,37.5650236,-122.3228494,ABC Bakery and Cafe,cafe,,,,https://www.abcbakeryandcafe.com/,"210, East 3rd Avenue",,,,
node/2453851663,37.5651719,-122.3222669,B Street & Vine,restaurant,,Mo-Tu 11:30-21:00; We-Sa 11:30-22:00; Su 16:00-21:00,,http://bstreetandvine.com/,"320, South B Street",,,,
node/2453851665,37.5649786,-122.322924,Paris Baguette,shop:bakery,,,,https://parisbaguette.com/locations/ca/san-mateo/208-east-3rd-avenue/,"208, East 3rd Avenue",,,,
node/2453851666,37.5644384,-122.3223355,Mr Pizza Man,fast_food,,10:00-13:30,+1-650-342-7084,https://www.sanmateopizzaman.com/,"201, East 4th Avenue, San Mateo, 94401",,,,
node/2453851667,37.5653102,-122.3224295,North Beach Pizza,restaurant,pizza,,+1-650-344-5000,https://www.northbeachpizzamenu.com/,"240, East 3rd Avenue",,,,
node/2453851671,37.5646974,-122.3219748,Spiedo Restaurant,restaurant,,11:30-22:00,+1-650-375-0818,,"223, East 4th Avenue",,,,
node/2453851672,37.5651155,-122.3227139,Sushi Sam's Edomata,restaurant,japanese,,+1-650-344-0888,https://www.sushisams.com/,"218, East 3rd Avenue",,,,
node/2453851674,37.5651773,-122.322626,3 Bees Coffee House,cafe,coffee_shop,Mo-Th 06:30-19:30; Fr 06:30-21:30; Sa 07:00-21:30; Su 07:30-19:30,+1 650-344-2339,https://www.3beescoffee.com/,"224, East 3rd Avenue",,yes,,
node/2454878062,37.7435947,-122.4268431,Regent Thai,restaurant,thai,,,https://www.regentthaisf.com/,"1700, Church Street, San Francisco, 94131",,,,yes
node/2454979580,37.762774,-122.4196292,The Sycamore,bar,american,Mo-Su 11:30-00:00,+1-415-252-7704,https://www.thesycamoresf.com/,"2140, Mission Street, San Francisco, 94110",,,,
node/2455032269,37.5628263,-122.323939,Jamba,fast_food,juice,"Mo-Fr 6:30-21:30; Sa, Su 7:00- 21:00",+1 650-558-3918,https://www.jamba.com/,"48, East 4th Avenue, San Mateo, 94401",,yes,,
node/2455032278,37.5629109,-122.323802,Noah's Bagels,fast_food,bagel,,+1-650-347-2364,https://www.noahs.com/locator?addressInput=94401,"50, East 4th Avenue",,yes,,
node/2455032282,37.5625461,-122.3243419,Pasta Primavera Restaurant & Bar,restaurant,italian,11:00-21:00,,,"34, East 4th Avenue",,,,
node/2455032290,37.5637557,-122.322686,Pizza My Heart,restaurant,pizza,11:00-22:00,+1-650-344-9800,http://pizzamyheart.com/Pizza_My_Heart_Locations.html#SanMateo,"140, East 4th Avenue",,,,
node/2474058013,37.7739857,-122.424226,Mercury Cafe,cafe,coffee_shop;sandwich,Mo-We 07:30-15:00; Th-Fr 07:30-16:00; Sa 08:00-16:00; Su 08:00-15:00,,https://www.mercurycafe.net/,"201, Octavia Street",yes,yes,,limited
node/2474072786,37.7769458,-122.421469,Rad Radish,restaurant,,Mo-Th 09:00-20:30; Fr 09:00-21:00; Sa 10:00-21:00; Su 10:00-20:30,,https://www.eatradradish.com/,"301, Hayes Street, San Francisco, 94102",yes,yes,,yes
node/2474072797,37.7769407,-122.4216559,Lers Ros,restaurant,thai,Mo-Su 11:00-15:00; Mo-Su 17:00-22:00,+1 415 874 9661,https://lersros.com/,"307, Hayes Street, San Francisco, 94102",,,,
node/2482675927,37.7765368,-122.424902,Patxi's Pizza,restaurant,pizza,Fr-Sa 11:00-23:00; Su-Th 11:00-22:00,+1-415-588-9991,https://patxispizza.com/location/hayes-pizza,"511, Hayes Street, San Francisco, 94102",,,,yes
node/2485515167,37.7604625,-122.419399,Taqueria Cancun,restaurant,mexican,,+1 415 2529560,https://taqueriacancunsf.net,"2288, Mission Street, San Francisco, 94110",no,,,yes
node/2494567991,37.7622039,-122.4151815,El Tepa,restaurant,mexican,Mo-Fr 10:00-20:00; Sa 11:00-16:00; Su off,+1 415-255-8372,,"2198, Folsom Street",,,,yes
node/2498927801,37.6333703,-122.494441,Chit Chat Cafe At the Pier,cafe,,Mo-Su 09:00-17:00,+1-650-359-7025,,"2100, Beach Boulevard, Pacifica, 94044",,yes,,
node/2501316103,37.7858321,-122.4287697,Waraku,restaurant,ramen,"Tu-Th 11:30-14:30,17:00-21:00; Fr 11:30-14:30,17:00-22:00; Sa 11:30-22:00; Su 11:30-21:00; Mo off",+1 415 2923388,https://www.ramenwaraku.com/,"1638, Post Street, San Francisco, 94115",limited,,,yes
node/2502767191,37.7852293,-122.4166524,Yummy Pizza,fast_food,pizza,,,,"709, O'Farrell Street, San Francisco",,,,
node/2513314628,37.7974845,-122.4240342,,cafe,coffee_shop,,,,"2399, Van Ness Avenue, San Francisco, 94123",,,,
node/2527519135,37.7965516,-122.4238135,Wasabi & Ginger,restaurant,japanese;sushi,,,,"2299, Van Ness Avenue, San Francisco, 94109",,,,
node/2528136835,37.7467734,-122.4271372,Eric's Chinese Restaurant,restaurant,chinese,,,,"1500, Church Street, San Francisco",no,yes,,
node/2538427496,37.7602344,-122.4171637,Bender's Bar and Grill,pub,,,,,,,,,limited
node/2544305120,37.7785636,-122.4231676,Hayes Valley Bakeworks,shop:bakery,,,,,"550, Gough Street, San Francisco, 94102",,,,
node/2548212356,37.7663368,-122.4025458,Dos Piñas,restaurant,mexican,Mo-Fr 10:00-20:00; Sa 11:00-17:00,+1 415-252-8220,https://dospinas.com,,yes,,,
node/2573698071,37.7933145,-122.3937195,STK Steakhouse,restaurant,steak_house,,,,,yes,,,
node/2576109617,37.7755328,-122.4065477,Rumors Sports Lounge,bar,,,+1-415-553-6169,http://www.rumorssf.com/,"398, 7th Street, San Francisco, 94103",,,,yes
node/2576592003,37.7864697,-122.4020303,Grove To-Go,cafe,coffee_shop,07:30-20:30,,,"692, Mission Street, San Francisco, 94105",patio,yes,,yes
node/2581514561,37.7832102,-122.4617661,Pasta Supply Co,restaurant,italian;pasta,"Mo-Su 11:00-16:00,16:30-21:00",+1-415-236-2668,https://www.pastasupplyco.com/,"236, Clement Street, San Francisco, 94118",,,,
node/2583212731,37.7754064,-122.4093175,Basil Thai Resaurant & Bar,restaurant,thai,"Mo-Th 11:30-14:45,17:00-22:00; Fr 11:30-14:45,17:00-22:30; Sa 17:00-22:30; Su 17:00-22:00",+1-415-552-8999,https://www.basilthai.com/,"1175, Folsom Street, San Francisco, 94103",,,,
node/2594294765,37.7621654,-122.4159719,Gallardo's,restaurant,mexican,Mo-Su 07:00-20:00,,,"3248, 18th Street, San Francisco, 94110",,,,
node/2606916558,37.7895295,-122.4203422,Kasa,restaurant,indian,,+1 415 9313991,https://www.kasaindian.com/,"1356, Polk Street, San Francisco, 94109",no,,,yes
node/2612989373,37.7613276,-122.4258214,Dolores Park Cafe,cafe,coffee_shop,Mo-Su 07:00-17:00,,,"501, Dolores Street, San Francisco",yes,,,
node/2612990005,37.7615757,-122.4258676,Bandit,restaurant,,,,,"499, Dolores Street, San Francisco, 94110",,,,
node/2613888359,37.7897034,-122.4040073,Chipotle,fast_food,mexican,"Mo-Fr 10:45-22:00; Sa,Su 10:45-20:00",+1 415-590-4199,https://locations.chipotle.com/ca/san-francisco/211-sutter-st,"211, Sutter Street, San Francisco, 94108",no,yes,,yes
node/2615864296,37.7642173,-122.4654694,Pasquale's,restaurant,italian;pizza;sandwich;salad,Mo off; Tu-Th 16:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-23:00,+1 415 661 2140,,"700, Irving Street, San Francisco, 94122",,,,yes
node/2616691213,37.7904903,-122.399517,Joe & The Juice,cafe,coffee_shop,,,,"525, Market Street, San Francisco",,yes,,yes
node/2618097136,37.7913113,-122.392283,Starbucks,cafe,coffee_shop,Mo-Fr 05:00-17:00; Sa 06:00-14:00,+1 415-974-5077,https://www.starbucks.com/store-locator/store/18421/spear-street-201-spear-street-suite-100-san-francisco-ca-941051,"201, Spear Street, San Francisco, 94105",,yes,,yes
